place_id,name,province,category_main,category_sub,app_category
ST_0011,Chùa Sro Loun,Sóc Trăng,Tâm linh,Chùa/thiền viện,religious
ST_0007,Chùa Sà Lôn,Sóc Trăng,Tâm linh,Chùa/thiền viện,religious
ST_0053,Chùa Trà Tim,Sóc Trăng,Tâm linh,Chùa/thiền viện,religious
ST_0065,Chùa Tà Mơn,Sóc Trăng,Tâm linh,Chùa/thiền viện,religious
ST_0049,Chùa Wat Pătum Wôngsa Som Rông,Sóc Trăng,Tâm linh,Chùa/thiền viện,religious
ST_0050,Chùa Ông Bổn Sóc Trăng,Sóc Trăng,Tâm linh,Chùa/thiền viện,religious
ST_0066,Chợ Châu Thành Sóc Trăng,Sóc Trăng,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
ST_0027,Chợ Kế Sách,Sóc Trăng,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
ST_0058,Chợ Long Phú,Sóc Trăng,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
ST_0054,Chợ Mỹ Tú,Sóc Trăng,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
ST_0056,Chợ Mỹ Xuyên,Sóc Trăng,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
ST_0017,Chợ Sóc Trăng,Sóc Trăng,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
ST_0062,Chợ Thạnh Trị,Sóc Trăng,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
ST_0048,Chợ Vĩnh Châu,Sóc Trăng,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
ST_0018,Chợ đêm Sóc Trăng,Sóc Trăng,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
ST_0046,Cánh đồng hành tím Vĩnh Châu,Sóc Trăng,Thiên nhiên,Sông nước/rừng tràm/đất ngập nước,nature
ST_0063,Cánh đồng lúa Thạnh Trị,Sóc Trăng,Thiên nhiên,Sông nước/rừng tràm/đất ngập nước,nature
ST_0020,Công viên 30/4 Sóc Trăng,Sóc Trăng,Giải trí,Công viên/khu vui chơi/check-in,checkin
ST_0060,Cồn Nổi Long Phú,Sóc Trăng,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
ST_0022,Hồ Nước Ngọt Sóc Trăng,Sóc Trăng,Thiên nhiên,Sông nước/rừng tràm/đất ngập nước,nature
ST_0055,Khu căn cứ Tỉnh ủy Sóc Trăng,Sóc Trăng,Văn hóa,Di tích lịch sử/bảo tàng,culture
ST_0023,Khu du lịch sinh thái Bình An,Sóc Trăng,Giải trí,Công viên/khu vui chơi/check-in,checkin
ST_0021,Khu văn hóa Hồ Nước Ngọt,Sóc Trăng,Thiên nhiên,Sông nước/rừng tràm/đất ngập nước,nature
ST_0064,Làng Khmer Châu Thành Sóc Trăng,Sóc Trăng,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
ST_0047,Làng hành tím Vĩnh Châu,Sóc Trăng,Thiên nhiên,Biển đảo/rừng núi/sinh thái,beach
ST_0059,Làng nghề đan lát Long Phú,Sóc Trăng,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
ST_0057,Làng nghề đan đát Mỹ Xuyên,Sóc Trăng,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
ST_0051,Nhà thờ Chánh tòa Sóc Trăng,Sóc Trăng,Tâm linh,Đền/miếu/đình/lăng,religious
ST_0019,Quảng trường Bạch Đằng Sóc Trăng,Sóc Trăng,Giải trí,Công viên/khu vui chơi/check-in,checkin
ST_0061,Sông Hậu đoạn Long Phú,Sóc Trăng,Thiên nhiên,Sông nước/rừng tràm/đất ngập nước,religious
ST_0004,Bửu Sơn Tự Sóc Trăng,Sóc Trăng,Di tích,Điểm tham quan văn hóa,heritage
SL_0064,Bản Bon Quỳnh Nhai,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0001,Cao nguyên Mộc Châu,Sơn La,Thiên nhiên,Danh thắng/sinh thái,mountain
SL_0029,Chợ phiên Mộc Châu,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0105,Chợ đêm Mộc Châu,Sơn La,Thiên nhiên,Danh thắng/sinh thái,nature
SL_0034,Cây cô đơn Tà Xùa,Sơn La,Thiên nhiên,Danh thắng/sinh thái,nature
SL_0007,Cầu kính Bạch Long,Sơn La,Thiên nhiên,Danh thắng/sinh thái,nature
SL_0005,Cầu kính Tình Yêu,Sơn La,Thiên nhiên,Danh thắng/sinh thái,nature
SL_0016,Hang Dơi Mộc Châu,Sơn La,Thiên nhiên,Danh thắng/sinh thái,mountain
SL_0054,Khu tưởng niệm Thanh niên xung phong Ngã ba Cò Nòi,Sơn La,Di tích,Điểm tham quan văn hóa,heritage
SL_0033,Mỏm Cá Heo Tà Xùa,Sơn La,Thiên nhiên,Danh thắng/sinh thái,nature
SL_0006,Mộc Châu Island,Sơn La,Thiên nhiên,Danh thắng/sinh thái,nature
SL_0102,Mộc Châu Retreat,Sơn La,Thiên nhiên,Danh thắng/sinh thái,nature
SL_0053,Ngã ba Cò Nòi,Sơn La,Di tích,Điểm tham quan văn hóa,heritage
SL_0041,Nhà tù Sơn La,Sơn La,Văn hóa,Bảo tàng/khu lưu niệm,culture
SL_0030,Phố đi bộ Mộc Châu,Sơn La,Thiên nhiên,Danh thắng/sinh thái,nature
SL_0002,Rừng thông Bản Áng,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0032,Sống lưng khủng long Tà Xùa,Sơn La,Thiên nhiên,Danh thắng/sinh thái,nature
SL_0004,Thác Dải Yếm,Sơn La,Thiên nhiên,Danh thắng/sinh thái,mountain
SL_0036,Thảo nguyên Tà Xùa,Sơn La,Thiên nhiên,Danh thắng/sinh thái,nature
SL_0015,Trang trại bò sữa Mộc Châu,Sơn La,Thiên nhiên,Danh thắng/sinh thái,nature
SL_0031,Tà Xùa,Sơn La,Thiên nhiên,Danh thắng/sinh thái,nature
SL_0100,Vườn cam Mộc Châu,Sơn La,Thiên nhiên,Danh thắng/sinh thái,nature
SL_0098,Vườn hồng Mộc Châu,Sơn La,Thiên nhiên,Danh thắng/sinh thái,nature
SL_0063,Đảo Trái Tim Quỳnh Nhai,Sơn La,Thiên nhiên,Biển đảo/rừng núi/sinh thái,beach
SL_0035,Đỉnh Gió Tà Xùa,Sơn La,Thiên nhiên,Danh thắng/sinh thái,nature
SL_0018,Đỉnh Pha Luông,Sơn La,Thiên nhiên,Danh thắng/sinh thái,nature
SL_0008,Đồi chè trái tim Mộc Châu,Sơn La,Thiên nhiên,Danh thắng/sinh thái,mountain
SL_0101,Đồi cỏ 68 Mộc Châu,Sơn La,Thiên nhiên,Danh thắng/sinh thái,nature
SL_0047,Bản Bó,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0111,Bản Chiềng Đi,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0094,Bản Chiềng Đông,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0037,Bản Chung Trinh,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0104,Bản Dọi,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0022,Bản Hua Tạt,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0023,Bản Hua Tạt du lịch cộng đồng,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0067,Bản Huổi Cuổi,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0040,Bản Hồng Ngài,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0048,Bản Hụm,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0108,Bản Lao Khô,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0028,Bản Lóng Luông,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0072,Bản Lướt Ngọc Chiến,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0056,Bản Mòng Mai Sơn,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0065,Bản Mường Chiên,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0027,Bản Nà Bai,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0075,Bản Nậm Nghiệp,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0021,Bản Pa Phách,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0103,Bản Phiêng Cành,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0112,Bản Phụ Mẫu,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0088,Bản Suối Tọ,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0106,Bản Tà Số,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0003,Bản Áng,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0080,Bản Áng Thuận Châu,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0042,Bảo tàng tỉnh Sơn La,Sơn La,Văn hóa,Bảo tàng/khu lưu niệm,culture
SL_0057,Cao nguyên Nà Sản,Sơn La,Thiên nhiên,Danh thắng/sinh thái,mountain
SL_0087,Chợ phiên Phù Yên,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0081,Chợ phiên Thuận Châu,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0092,Chợ phiên Yên Châu,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0052,Cà phê bản Bó viewpoint,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0043,Cây đa bản Hẹo,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0039,Hang A Phủ,Sơn La,Tâm linh,Đền/phủ/miếu,religious
SL_0090,Hang Co Noong,Sơn La,Thiên nhiên,Danh thắng/sinh thái,mountain
SL_0050,Hang Thẩm Tét Toòng,Sơn La,Thiên nhiên,Danh thắng/sinh thái,mountain
SL_0079,Hang Thẳm Tát Tòng,Sơn La,Thiên nhiên,Danh thắng/sinh thái,mountain
SL_0084,Hồ Suối Chiếu,Sơn La,Thiên nhiên,Danh thắng/sinh thái,mountain
SL_0110,Hồ Tiền Phong,Sơn La,Thiên nhiên,Danh thắng/sinh thái,nature
SL_0109,Khu di tích lịch sử cách mạng Việt Nam - Lào,Sơn La,Văn hóa,Bảo tàng/khu lưu niệm,culture
SL_0059,Lòng hồ thủy điện Sơn La,Sơn La,Tâm linh,Đền/phủ/miếu,religious
SL_0017,Ngũ động Bản Ôn,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0069,Nhà máy thủy điện Sơn La,Sơn La,Tâm linh,Đền/phủ/miếu,religious
SL_0074,Ruộng bậc thang Ngọc Chiến,Sơn La,Thiên nhiên,Danh thắng/sinh thái,nature
SL_0083,Rừng thông Noong Cốp,Sơn La,Thiên nhiên,Danh thắng/sinh thái,nature
SL_0085,Rừng Đại tướng Võ Nguyên Giáp Phù Yên,Sơn La,Thiên nhiên,Danh thắng/sinh thái,religious
SL_0097,Suối khoáng nóng Hua Păng,Sơn La,Thiên nhiên,Danh thắng/sinh thái,mountain
SL_0066,Suối khoáng nóng Mường Chiên,Sơn La,Thiên nhiên,Danh thắng/sinh thái,mountain
SL_0073,Suối khoáng nóng Ngọc Chiến,Sơn La,Thiên nhiên,Danh thắng/sinh thái,mountain
SL_0026,Suối nước nóng Chiềng Yên,Sơn La,Thiên nhiên,Danh thắng/sinh thái,mountain
SL_0049,Suối nước nóng bản Mòng,Sơn La,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
SL_0012,Thung lũng mận Mu Náu,Sơn La,Thiên nhiên,Danh thắng/sinh thái,nature
SL_0011,Thung lũng mận Nà Ka,Sơn La,Thiên nhiên,Danh thắng/sinh thái,nature
SL_0025,Thác Chiềng Khoa,Sơn La,Thiên nhiên,Danh thắng/sinh thái,mountain
SL_0024,Thác Nàng Tiên,Sơn La,Thiên nhiên,Danh thắng/sinh thái,mountain
SL_0113,Thác Tạt Nàng,Sơn La,Thiên nhiên,Danh thắng/sinh thái,mountain
SL_0071,Tượng đài Bác Hồ Mường La,Sơn La,Văn hóa,Bảo tàng/khu lưu niệm,culture
SL_0046,Tượng đài Bác Hồ với đồng bào Tây Bắc,Sơn La,Văn hóa,Bảo tàng/khu lưu niệm,culture
SL_0014,Vườn hoa Happy Land,Sơn La,Thiên nhiên,Danh thắng/sinh thái,nature
SL_0089,Đèo Chẹn Phù Yên,Sơn La,Thiên nhiên,Danh thắng/sinh thái,religious
SL_0077,Đèo Pha Đin,Sơn La,Thiên nhiên,Danh thắng/sinh thái,mountain
SL_0070,Đập thủy điện Sơn La,Sơn La,Tâm linh,Đền/phủ/miếu,religious
SL_0061,Đền Linh Sơn Thủy Từ,Sơn La,Tâm linh,Đền/phủ/miếu,religious
SL_0086,Đền thờ Lò Văn Giá,Sơn La,Tâm linh,Đền/phủ/miếu,religious
SL_0044,Đền thờ vua Lê Thái Tông,Sơn La,Tâm linh,Đền/phủ/miếu,religious
SL_0107,Đỉnh Pu Nhi Farm viewpoint,Sơn La,Thiên nhiên,Danh thắng/sinh thái,nature
SL_0058,Đồi chè Nà Sản,Sơn La,Thiên nhiên,Danh thắng/sinh thái,mountain
SL_0010,Đồi chè Tân Lập,Sơn La,Thiên nhiên,Danh thắng/sinh thái,mountain
SL_0009,Đồi chè Ô Long Mộc Sương,Sơn La,Thiên nhiên,Danh thắng/sinh thái,mountain
SL_0068,Bến thuyền Pá Uôn,Sơn La,Di tích,Điểm tham quan văn hóa,heritage
SL_0020,Chợ Lóng Sập,Sơn La,Ẩm thực,Chợ/đặc sản,food
SL_0051,Chợ trung tâm Sơn La,Sơn La,Ẩm thực,Chợ/đặc sản,food
SL_0091,Cây đa Mường Lựm,Sơn La,Di tích,Điểm tham quan văn hóa,heritage
SL_0060,Cầu Pá Uôn,Sơn La,Di tích,Điểm tham quan văn hóa,heritage
SL_0095,Cửa khẩu Chiềng Khương,Sơn La,Di tích,Điểm tham quan văn hóa,heritage
SL_0019,Cửa khẩu Lóng Sập,Sơn La,Di tích,Điểm tham quan văn hóa,heritage
SL_0082,Di tích Kỳ đài Thuận Châu,Sơn La,Di tích,Điểm tham quan văn hóa,heritage
SL_0078,Pha Đin Top,Sơn La,Di tích,Điểm tham quan văn hóa,heritage
SL_0045,Quảng trường Tây Bắc,Sơn La,Giải trí,Công viên/khu vui chơi,checkin
SL_0055,Sân bay Nà Sản cũ,Sơn La,Di tích,Điểm tham quan văn hóa,heritage
SL_0076,Sống lưng khủng long Ngọc Chiến,Sơn La,Di tích,Điểm tham quan văn hóa,heritage
SL_0096,Tháp Mường Và,Sơn La,Di tích,Điểm tham quan văn hóa,heritage
SL_0099,Vườn dâu Chimi Farm,Sơn La,Di tích,Điểm tham quan văn hóa,heritage
SL_0013,Vườn mận Phiêng Khoang,Sơn La,Làng nghề,Trải nghiệm văn hóa,culture
SL_0093,Vườn xoài Yên Châu,Sơn La,Di tích,Điểm tham quan văn hóa,heritage
SL_0062,Vịnh Uy Phong,Sơn La,Thiên nhiên,Biển đảo/rừng núi/sinh thái,beach
SL_0038,Xím Vàng,Sơn La,Di tích,Điểm tham quan văn hóa,heritage
HCM_0088,Biển 30/4 Cần Giờ,TP Hồ Chí Minh,Thiên nhiên,Biển đảo/rừng ngập mặn/sinh thái,beach
HCM_0003,Bưu điện Trung tâm Sài Gòn,TP Hồ Chí Minh,Văn hóa,Di tích lịch sử/bảo tàng,culture
HCM_0024,Chung cư Cà phê 42 Nguyễn Huệ,TP Hồ Chí Minh,Di tích,Điểm tham quan văn hóa,heritage
HCM_0005,Chợ Bến Thành,TP Hồ Chí Minh,Văn hóa cộng đồng,Phố/chợ/làng nghề,culture
HCM_0049,Công viên Văn hóa Đầm Sen,TP Hồ Chí Minh,Giải trí,Công viên/khu vui chơi/check-in,checkin
HCM_0050,Công viên nước Đầm Sen,TP Hồ Chí Minh,Giải trí,Công viên/khu vui chơi/check-in,checkin
HCM_0092,Cầu Cần Giờ viewpoint,TP Hồ Chí Minh,Thiên nhiên,Biển đảo/rừng ngập mặn/sinh thái,beach
HCM_0001,Dinh Độc Lập,TP Hồ Chí Minh,Văn hóa,Di tích lịch sử/bảo tàng,culture
HCM_0052,Khu du lịch Suối Tiên,TP Hồ Chí Minh,Thiên nhiên,Biển đảo/rừng ngập mặn/sinh thái,beach
HCM_0083,Khu du lịch sinh thái Cần Giờ,TP Hồ Chí Minh,Thiên nhiên,Biển đảo/rừng ngập mặn/sinh thái,beach
HCM_0084,Khu dự trữ sinh quyển Cần Giờ,TP Hồ Chí Minh,Thiên nhiên,Biển đảo/rừng ngập mặn/sinh thái,beach
HCM_0091,Lăng Ông Thủy Tướng Cần Giờ,TP Hồ Chí Minh,Tâm linh,Công trình tôn giáo/tưởng niệm,religious
HCM_0002,Nhà thờ Đức Bà Sài Gòn,TP Hồ Chí Minh,Tâm linh,Công trình tôn giáo/tưởng niệm,religious
HCM_0007,Phố Tây Bùi Viện,TP Hồ Chí Minh,Văn hóa cộng đồng,Phố/chợ/làng nghề,culture
HCM_0006,Phố đi bộ Nguyễn Huệ,TP Hồ Chí Minh,Văn hóa cộng đồng,Phố/chợ/làng nghề,culture
HCM_0085,Rừng Sác Cần Giờ,TP Hồ Chí Minh,Thiên nhiên,Biển đảo/rừng ngập mặn/sinh thái,beach
HCM_0087,Đảo Khỉ Cần Giờ,TP Hồ Chí Minh,Thiên nhiên,Biển đảo/rừng ngập mặn/sinh thái,beach
HCM_0063,Địa đạo Củ Chi,TP Hồ Chí Minh,Thiên nhiên,Biển đảo/rừng núi/sinh thái,beach
HCM_0008,Bitexco Financial Tower Saigon Skydeck,TP Hồ Chí Minh,Giải trí,Công viên/khu vui chơi/check-in,checkin
HCM_0030,Bảo tàng Biệt động Sài Gòn,TP Hồ Chí Minh,Văn hóa,Di tích lịch sử/bảo tàng,culture
HCM_0013,Bảo tàng Chứng tích Chiến tranh,TP Hồ Chí Minh,Văn hóa,Di tích lịch sử/bảo tàng,culture
HCM_0012,Bảo tàng Hồ Chí Minh chi nhánh TP Hồ Chí Minh,TP Hồ Chí Minh,Văn hóa,Di tích lịch sử/bảo tàng,culture
HCM_0016,Bảo tàng Lịch sử TP Hồ Chí Minh,TP Hồ Chí Minh,Văn hóa,Di tích lịch sử/bảo tàng,culture
HCM_0015,Bảo tàng Mỹ thuật TP Hồ Chí Minh,TP Hồ Chí Minh,Văn hóa,Di tích lịch sử/bảo tàng,culture
HCM_0017,Bảo tàng Phụ nữ Nam Bộ,TP Hồ Chí Minh,Văn hóa,Di tích lịch sử/bảo tàng,culture
HCM_0014,Bảo tàng Thành phố Hồ Chí Minh,TP Hồ Chí Minh,Văn hóa,Di tích lịch sử/bảo tàng,culture
HCM_0018,Bảo tàng Áo dài,TP Hồ Chí Minh,Văn hóa,Di tích lịch sử/bảo tàng,culture
HCM_0011,Bến Nhà Rồng,TP Hồ Chí Minh,Văn hóa,Di tích lịch sử/bảo tàng,culture
HCM_0035,Chùa Bà Thiên Hậu,TP Hồ Chí Minh,Tâm linh,Chùa/thiền viện,religious
HCM_0053,Chùa Bửu Long,TP Hồ Chí Minh,Tâm linh,Chùa/thiền viện,religious
HCM_0043,Chùa Giác Lâm,TP Hồ Chí Minh,Tâm linh,Chùa/thiền viện,religious
HCM_0051,Chùa Giác Viên,TP Hồ Chí Minh,Tâm linh,Chùa/thiền viện,religious
HCM_0101,Chùa Nam Thiên Nhất Trụ,TP Hồ Chí Minh,Tâm linh,Chùa/thiền viện,religious
HCM_0093,Chùa Pháp Võ,TP Hồ Chí Minh,Tâm linh,Chùa/thiền viện,religious
HCM_0044,Chùa Phổ Quang,TP Hồ Chí Minh,Tâm linh,Chùa/thiền viện,religious
HCM_0028,Chùa Vĩnh Nghiêm,TP Hồ Chí Minh,Tâm linh,Chùa/thiền viện,religious
HCM_0029,Chùa Xá Lợi,TP Hồ Chí Minh,Tâm linh,Chùa/thiền viện,religious
HCM_0037,Chùa Ông Quận 5,TP Hồ Chí Minh,Tâm linh,Chùa/thiền viện,religious
HCM_0040,Chợ An Đông,TP Hồ Chí Minh,Văn hóa cộng đồng,Phố/chợ/làng nghề,culture
HCM_0095,Chợ Bà Chiểu,TP Hồ Chí Minh,Văn hóa cộng đồng,Phố/chợ/làng nghề,culture
HCM_0033,Chợ Bình Tây,TP Hồ Chí Minh,Văn hóa cộng đồng,Phố/chợ/làng nghề,culture
HCM_0089,Chợ Hàng Dương,TP Hồ Chí Minh,Văn hóa cộng đồng,Phố/chợ/làng nghề,culture
HCM_0097,Chợ Hồ Thị Kỷ,TP Hồ Chí Minh,Văn hóa cộng đồng,Phố/chợ/làng nghề,culture
HCM_0041,Chợ Kim Biên,TP Hồ Chí Minh,Văn hóa cộng đồng,Phố/chợ/làng nghề,culture
HCM_0059,Chợ Thủ Đức,TP Hồ Chí Minh,Văn hóa cộng đồng,Phố/chợ/làng nghề,culture
HCM_0032,Chợ Tân Định,TP Hồ Chí Minh,Văn hóa cộng đồng,Phố/chợ/làng nghề,culture
HCM_0020,Công viên 30/4,TP Hồ Chí Minh,Giải trí,Công viên/khu vui chơi/check-in,checkin
HCM_0010,Công viên Bến Bạch Đằng,TP Hồ Chí Minh,Giải trí,Công viên/khu vui chơi/check-in,checkin
HCM_0046,Công viên Gia Định,TP Hồ Chí Minh,Giải trí,Công viên/khu vui chơi/check-in,checkin
HCM_0061,Công viên Phần mềm Quang Trung,TP Hồ Chí Minh,Giải trí,Công viên/khu vui chơi/check-in,checkin
HCM_0056,Công viên bờ sông Sài Gòn Thủ Thiêm,TP Hồ Chí Minh,Thiên nhiên,Biển đảo/rừng ngập mặn/sinh thái,beach
HCM_0078,Hồ Bán Nguyệt,TP Hồ Chí Minh,Thiên nhiên,Biển đảo/rừng ngập mặn/sinh thái,beach
HCM_0027,Hồ Con Rùa,TP Hồ Chí Minh,Thiên nhiên,Biển đảo/rừng ngập mặn/sinh thái,beach
HCM_0064,Khu di tích Bến Dược,TP Hồ Chí Minh,Văn hóa,Di tích lịch sử/bảo tàng,culture
HCM_0065,Khu di tích Bến Đình,TP Hồ Chí Minh,Tâm linh,Công trình tôn giáo/tưởng niệm,religious
HCM_0082,Khu du lịch The BCR,TP Hồ Chí Minh,Giải trí,Công viên/khu vui chơi/check-in,checkin
HCM_0102,Khu du lịch sinh thái Bình Mỹ,TP Hồ Chí Minh,Thiên nhiên,Biển đảo/rừng ngập mặn/sinh thái,beach
HCM_0067,Khu du lịch sinh thái Fosaco,TP Hồ Chí Minh,Thiên nhiên,Biển đảo/rừng ngập mặn/sinh thái,beach
HCM_0094,Khu du lịch sinh thái Long Phước,TP Hồ Chí Minh,Thiên nhiên,Biển đảo/rừng ngập mặn/sinh thái,beach
HCM_0034,Khu phố Chợ Lớn,TP Hồ Chí Minh,Văn hóa cộng đồng,Phố/chợ/làng nghề,culture
HCM_0099,Khu ẩm thực Hồ Thị Kỷ,TP Hồ Chí Minh,Thiên nhiên,Biển đảo/rừng ngập mặn/sinh thái,beach
HCM_0074,Landmark 81 Park,TP Hồ Chí Minh,Giải trí,Công viên/khu vui chơi/check-in,checkin
HCM_0009,Landmark 81 Skyview,TP Hồ Chí Minh,Giải trí,Công viên/khu vui chơi/check-in,checkin
HCM_0048,Làng hoa Gò Vấp,TP Hồ Chí Minh,Văn hóa cộng đồng,Phố/chợ/làng nghề,culture
HCM_0103,Làng nghề bánh tráng Phú Hòa Đông,TP Hồ Chí Minh,Văn hóa cộng đồng,Phố/chợ/làng nghề,culture
HCM_0096,Lăng Ông Bà Chiểu,TP Hồ Chí Minh,Tâm linh,Công trình tôn giáo/tưởng niệm,religious
HCM_0047,Miếu Nổi Phù Châu,TP Hồ Chí Minh,Tâm linh,Công trình tôn giáo/tưởng niệm,religious
HCM_0004,Nhà hát Thành phố Hồ Chí Minh,TP Hồ Chí Minh,Thiên nhiên,Biển đảo/rừng ngập mặn/sinh thái,beach
HCM_0026,Nhà thờ Tân Định,TP Hồ Chí Minh,Tâm linh,Công trình tôn giáo/tưởng niệm,religious
HCM_0098,Phố hoa Hồ Thị Kỷ,TP Hồ Chí Minh,Thiên nhiên,Biển đảo/rừng ngập mặn/sinh thái,beach
HCM_0058,Snow Town Sài Gòn,TP Hồ Chí Minh,Giải trí,Công viên/khu vui chơi/check-in,checkin
HCM_0075,Thảo Cầm Viên Sài Gòn,TP Hồ Chí Minh,Giải trí,Công viên/khu vui chơi/check-in,checkin
HCM_0025,Tòa nhà UBND và phố đi bộ trung tâm,TP Hồ Chí Minh,Văn hóa cộng đồng,Phố/chợ/làng nghề,culture
HCM_0022,Tượng đài Chủ tịch Hồ Chí Minh,TP Hồ Chí Minh,Tâm linh,Công trình tôn giáo/tưởng niệm,religious
HCM_0019,Đường sách Nguyễn Văn Bình,TP Hồ Chí Minh,Văn hóa cộng đồng,Phố/chợ/làng nghề,culture
HCM_0042,Đại Thế Giới Water Park cũ,TP Hồ Chí Minh,Giải trí,Công viên/khu vui chơi/check-in,checkin
HCM_0090,Đảo Thạnh An,TP Hồ Chí Minh,Thiên nhiên,Biển đảo/rừng ngập mặn/sinh thái,beach
HCM_0066,Đền tưởng niệm liệt sĩ Bến Dược,TP Hồ Chí Minh,Tâm linh,Công trình tôn giáo/tưởng niệm,religious
HCM_0021,Ủy ban nhân dân TP Hồ Chí Minh,TP Hồ Chí Minh,Thiên nhiên,Biển đảo/rừng ngập mặn/sinh thái,beach
HCM_0081,Artinus 3D Art Museum,TP Hồ Chí Minh,Di tích,Điểm tham quan văn hóa,heritage
HCM_0079,Crescent Mall khu check-in,TP Hồ Chí Minh,Di tích,Điểm tham quan văn hóa,heritage
HCM_0077,Cầu Ánh Sao,TP Hồ Chí Minh,Di tích,Điểm tham quan văn hóa,heritage
HCM_0023,Dinh Gia Long,TP Hồ Chí Minh,Di tích,Điểm tham quan văn hóa,heritage
HCM_0038,Hào Sĩ Phường,TP Hồ Chí Minh,Di tích,Điểm tham quan văn hóa,heritage
HCM_0031,Hầm vũ khí bí mật Biệt động Sài Gòn,TP Hồ Chí Minh,Di tích,Điểm tham quan văn hóa,heritage
HCM_0036,Hội quán Nghĩa An,TP Hồ Chí Minh,Di tích,Điểm tham quan văn hóa,heritage
HCM_0071,Khu du lịch Bình Quới 1,TP Hồ Chí Minh,Di tích,Điểm tham quan văn hóa,heritage
HCM_0072,Khu du lịch Bình Quới 2,TP Hồ Chí Minh,Di tích,Điểm tham quan văn hóa,heritage
HCM_0070,Khu du lịch Một thoáng Việt Nam,TP Hồ Chí Minh,Di tích,Điểm tham quan văn hóa,heritage
HCM_0086,Khu du lịch Vàm Sát,TP Hồ Chí Minh,Di tích,Điểm tham quan văn hóa,heritage
HCM_0073,Khu du lịch Văn Thánh,TP Hồ Chí Minh,Di tích,Điểm tham quan văn hóa,heritage
HCM_0062,Khu tưởng niệm Vườn Cau Đỏ,TP Hồ Chí Minh,Di tích,Điểm tham quan văn hóa,heritage
HCM_0076,Khu đô thị Phú Mỹ Hưng,TP Hồ Chí Minh,Di tích,Điểm tham quan văn hóa,heritage
HCM_0057,Khu đô thị Sala,TP Hồ Chí Minh,Di tích,Điểm tham quan văn hóa,heritage
